article_id,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
0695632097,0695632,Gyda- (1),258,Blouse,Garment Upper body,1010026,Other structure,09,Black,4,Dark,5,Black,1515,Blouse,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1010,Blouses,"Blouse in a soft weave with a narrow collar, concealed buttons down the front, long sleeves with buttoned cuffs and a rounded hem."
0696242001,0696242,Victoria Boot,87,Boots,Shoes,1010016,Solid,09,Black,4,Dark,5,Black,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Ankle boots in imitation leather with pointed toes and elastic gores in the sides. Fabric linings and insoles and chunky thermoplastic rubber (TPR) soles. Heel approx. 8 cm.
0696782001,0696782,SHELLY NECKLACE(1),77,Necklace,Accessories,1010016,Solid,11,Off White,1,Dusty Light,9,White,3946,Small Accessories,D,Divided,2,Divided,52,Divided Accessories,1019,Accessories,Shell necklace with a fabric cord. Adjustable length 31-40 cm.
0696954001,0696954,Boston rodeo,87,Boots,Shoes,1010026,Other structure,17,Yellowish Brown,4,Dark,13,Brown,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Ankle boots in snakeskin-patterned imitation leather with covered elastic gores at the sides. Fabric linings, imitation leather insoles and rubber soles. Heel 9 cm."
0697058003,0697058,Dottie,258,Blouse,Garment Upper body,1010001,All over pattern,71,Light Blue,1,Dusty Light,2,Blue,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses,"Blouse in an airy weave with a small stand-up collar, V-neck, button placket and chest pocket. Gathered yoke at the shoulders and back, long sleeves with buttoned cuffs, and a rounded hem. Slightly longer at the back."
0697256002,0697256,Bell smock dress,265,Dress,Garment Full body,1010001,All over pattern,91,Light Green,3,Light,19,Green,2032,Jersey,A,Ladieswear,1,Ladieswear,8,Mama,1005,Jersey Fancy,"Off-the-shoulder, knee-length dress in viscose jersey with a smocked bodice and short, smocked sleeves with overlocked edges. Overlocked top edge, a seam at the waist and a gently flared skirt."
0697315002,0697315,ED Kalinda trouser,272,Trousers,Garment Lower body,1010004,Check,09,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy,"High-waisted, ankle-length trousers in stretch jersey with concealed elastication at the waist and slim legs."
0697487001,0697487,Flirty Maggie earring RT,70,Earring,Accessories,1010016,Solid,03,Silver,3,Light,15,Metal,4344,Jewellery,C,Ladies Accessories,1,Ladieswear,66,Womens Small accessories,1019,Accessories,Earrings in metal with faceted plastic stones.
0697920005,0697920,Max 5pk Basic,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,53,Dark Pink,4,Dark,18,Red,7987,Underwear Woven,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
0697920006,0697920,Max 5pk,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,08,Dark Grey,4,Dark,12,Grey,7987,Underwear Woven,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
0697920010,0697920,Max 5pk,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,73,Dark Blue,4,Dark,2,Blue,7987,Underwear Woven,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
0697920011,0697920,Max 5pk,286,Underwear bottom,Underwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7987,Underwear Woven,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
0697920013,0697920,Max 5pk Basic,286,Underwear bottom,Underwear,1010012,Mixed solid/pattern,72,Blue,5,Bright,2,Blue,7987,Underwear Woven,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
0697920041,0697920,Max 5pk,286,Underwear bottom,Underwear,1010004,Check,73,Dark Blue,4,Dark,2,Blue,7987,Underwear Woven,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
0697920042,0697920,Max 5pk,286,Underwear bottom,Underwear,1010004,Check,09,Black,4,Dark,5,Black,7987,Underwear Woven,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
0697920045,0697920,Max 5pk,286,Underwear bottom,Underwear,1010004,Check,09,Black,4,Dark,5,Black,7987,Underwear Woven,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
0697920053,0697920,Max 5pk,286,Underwear bottom,Underwear,1010004,Check,43,Dark Red,4,Dark,18,Red,7987,Underwear Woven,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
0697920055,0697920,Max 5pk,286,Underwear bottom,Underwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7987,Underwear Woven,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
0697920065,0697920,Max 5pk,286,Underwear bottom,Underwear,1010001,All over pattern,71,Light Blue,1,Dusty Light,2,Blue,7987,Underwear Woven,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
0697920067,0697920,Max 5pk,286,Underwear bottom,Underwear,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7987,Underwear Woven,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Boxer shorts in a cotton weave with an elasticated waist, long legs and button fly."
0697997001,0697997,Brenda running gloves,71,Gloves,Accessories,1010016,Solid,09,Black,4,Dark,5,Black,8396,Ladies Sport Acc,S,Sport,26,Sport,5,Ladies H&M Sport,1019,Accessories,"Running gloves with uppers in windproof, functional fabric. Wide ribbing at the top with a reflective print. The tops of the thumb and index finger are made from touchscreen-compatible material. Unlined."
0698264001,0698264,Kalle Canvas Trunk Bag,66,Bag,Accessories,1010016,Solid,23,Dark Yellow,2,Medium Dusty,13,Brown,7388,Bags & Items,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,"Weekend bag in canvas with imitation leather details. Two handles and a zip at the top, two outer compartments, one with a zip and one zipped inner compartment. Lined. Size approx. 14x45x37 cm."
0698276003,0698276,Epic Padded Swimsuit,57,Swimsuit,Swimwear,1010016,Solid,09,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with a deep V-neck with ties at the front, and a square neckline at the back. Padded cups with removable inserts that shape the bust and provide good support. Flounces around the neckline front and back, and a seam at the waist."
0698276006,0698276,Epic Padded Swimsuit,57,Swimsuit,Swimwear,1010001,All over pattern,09,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined swimsuit with a deep V-neck with ties at the front, and a square neckline at the back. Padded cups with removable inserts that shape the bust and provide good support. Flounces around the neckline front and back, and a seam at the waist."
0698283002,0698283,Timeless Low V Shape Brief,59,Swimwear bottom,Swimwear,1010017,Stripe,09,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low, V-shaped waist, narrow sides and a high cut at the back."
0698283005,0698283,Timeless Low V Shape Brief,59,Swimwear bottom,Swimwear,1010016,Solid,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a low, V-shaped waist, narrow sides and a high cut at the back."
0698293002,0698293,Just for Life Top,298,Bikini top,Swimwear,1010001,All over pattern,31,Light Orange,3,Light,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Frilled bikini top with lined cups with removable inserts, narrow adjustable shoulder straps and a fastener at the back."
0698470001,0698470,Elena sneaker,94,Sneakers,Shoes,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,3828,Sneakers,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Slip-on fabric trainers with a decorative knot detail at the front. Canvas linings and insoles and thermoplastic rubber (TPR) soles.
0698919001,0698919,CLARE WOVEN SET,297,Pyjama set,Nightwear,1010001,All over pattern,82,Turquoise,2,Medium Dusty,19,Green,9989,Loungewear,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear","Pyjamas in a patterned cotton weave. Shirt with a collar, buttons down the front, yoke with a pleat at the back, short, wide sleeves, and short slits in the sides. Short shorts with an elasticated waist, button fly and side pockets."
0698950001,0698950,Roberto Jogger,272,Trousers,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,5833,Heavy Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,"Joggers in jersey with a slight sheen. Elasticated drawstring waist, side pockets, a back pocket and tapered legs with ribbed hems. Brushed inside."
0699008004,0699008,M/C Uffe check scarf,80,Scarf,Accessories,1010004,Check,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Scarf in a wool weave with fringes along the short sides. Size 32x180 cm.
0699082006,0699082,Milkshake Balconette,298,Bikini top,Swimwear,1010001,All over pattern,31,Light Orange,1,Dusty Light,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined balconette bikini top with underwired, lightly padded cups, side support and decorative gathers at the front. Detachable, adjustable shoulder straps and ties at the back."
0699262001,0699262,PE HUGH TROUSER 3,272,Trousers,Garment Lower body,1010016,Solid,09,Black,4,Dark,5,Black,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"High-waisted trousers in a sturdy viscose and linen blend with a sheen. Zip fly and hook-and-eye fastening, pockets in the side seams and straight, wide legs with creases."
0699280002,0699280,Otis straight fit,272,Trousers,Garment Lower body,1010016,Solid,43,Dark Red,4,Dark,18,Red,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,"Trousers in stretch cotton corduroy with a concealed hook-and-eye fastener and zip fly. Diagonal side pockets, welt back pockets with a button, and legs with creases. Regular fit – a classic fit with good room for movement over the thighs and knees to create a comfortable, straight silhouette."
0699296001,0699296,Dixie crossbag,66,Bag,Accessories,1010016,Solid,92,Green,2,Medium Dusty,19,Green,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Small shoulder bag in imitation suede with a metal chain and imitation suede shoulder strap and flap with a braided detail and concealed magnetic fastener. Two compartments. Lined. Size 5x13x21 cm.
0699445001,0699445,After Beach Highwaist,59,Swimwear bottom,Swimwear,1010016,Solid,09,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,Fully lined bikini bottoms with a high waist and wide covered elastic straps at the sides.
0699738002,0699738,Kelly Boot,87,Boots,Shoes,1010016,Solid,10,White,3,Light,9,White,3529,Boots,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Ankle boots in imitation leather with elastic gores in the sides and a loop at the back. Fabric linings and insoles and thermoplastic rubber (TPR) soles. Heel approx. 4 cm.
0699755001,0699755,Yate,252,Sweater,Garment Upper body,1010008,Front print,10,White,3,Light,9,White,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"Top in printed sweatshirt fabric with a jersey-lined, drawstring hood with a wrapover front. Long sleeves, a kangaroo pocket and ribbing at the cuffs and hem. Soft brushed inside."
0699810001,0699810,Kaj Cable Scarf,80,Scarf,Accessories,1010026,Other structure,73,Dark Blue,4,Dark,2,Blue,9985,Accessories,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Scarf in a soft cable knit. Size 27x220 cm.
0699923014,0699923,Mike tee,255,T-shirt,Garment Upper body,1010008,Front print,07,Grey,1,Dusty Light,12,Grey,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey."
0699923066,0699923,Mike tee,255,T-shirt,Garment Upper body,1010008,Front print,73,Dark Blue,2,Medium Dusty,7,Turquoise,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey."
0699923097,0699923,Mike tee,255,T-shirt,Garment Upper body,1010014,Placement print,13,Beige,4,Dark,1,Mole,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey."
0699923099,0699923,Mike tee,255,T-shirt,Garment Upper body,1010008,Front print,09,Black,4,Dark,5,Black,5848,Jersey Fancy,F,Menswear,3,Menswear,21,Contemporary Casual,1005,Jersey Fancy,"T-shirt in soft, printed cotton jersey."
0699954001,0699954,SB Chris fleece trs,272,Trousers,Garment Lower body,1010010,Melange,07,Grey,2,Medium Dusty,12,Grey,8563,Bottoms Boys,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,"Trousers in soft fleece with contrasting colour details, an elasticated drawstring waist, side pockets and elasticated hems."
0700156002,0700156,BB Hardy sweat set,270,Garment Set,Garment Full body,1010005,Colour blocking,73,Dark Blue,4,Dark,2,Blue,6283,Tops Boys,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,"Set with a sweatshirt and pair of joggers in soft fabric. Block-coloured top with a print motif on the front and ribbing around the neckline, cuffs and hem. Joggers with elastication and a concealed drawstring at the waist, side pockets and legs with contrasting colour stripes down the sides and ribbed hems. Soft brushed inside."
0700170002,0700170,Mannie Beanie 2p,75,Hat/beanie,Accessories,1010001,All over pattern,82,Turquoise,5,Bright,7,Turquoise,6281,Bottoms Girls,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,Double-layered hats in fast-drying functional fabric with reflective details.
0700175001,0700175,Ozzy Socks 3p,302,Socks,Socks & Tights,1010005,Colour blocking,20,Other Yellow,5,Bright,8,Yellow,8564,Accessories Boys,S,Sport,26,Sport,49,Kids Sports,1019,Accessories,Sports socks in fast-drying functional fabric with a ribbed shaft and ribbed section over the foot for optimum fit and comfort.
0700175002,0700175,Ozzy Socks 3p,302,Socks,Socks & Tights,1010005,Colour blocking,73,Dark Blue,4,Dark,2,Blue,6281,Bottoms Girls,S,Sport,26,Sport,49,Kids Sports,1001,Unknown,Sports socks in fast-drying functional fabric with a ribbed shaft and ribbed section over the foot for optimum fit and comfort.
0700175004,0700175,Ozzy Socks 3p,302,Socks,Socks & Tights,1010016,Solid,73,Dark Blue,5,Bright,2,Blue,8564,Accessories Boys,S,Sport,26,Sport,49,Kids Sports,1019,Accessories,Sports socks in fast-drying functional fabric with a ribbed shaft and ribbed section over the foot for optimum fit and comfort.
0700367004,0700367,Adelia bralette,254,Top,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,8316,Ladies Sport Bras,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Fully lined sports bralette in fast-drying functional fabric. The bralette is designed with the minimum number of seams for a more comfortable fit and increased mobility. Light support.
0700701001,0700701,OP T-shirt Milano,-1,Unknown,Unknown,1010016,Solid,12,Light Beige,1,Dusty Light,11,Beige,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","T-shirt bra in microfibre with underwired, padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back."
0700701002,0700701,OP T-shirt Milano,-1,Unknown,Unknown,1010016,Solid,09,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","T-shirt bra in microfibre with underwired, padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back."
0700701003,0700701,OP T-shirt Milano,-1,Unknown,Unknown,1010016,Solid,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","T-shirt bra in microfibre with underwired, padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back."
0700701005,0700701,OP T-shirt Milano,-1,Unknown,Unknown,1010016,Solid,17,Yellowish Brown,4,Dark,13,Brown,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","T-shirt bra in microfibre with underwired, padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back."
0700701006,0700701,OP T-shirt Milano,-1,Unknown,Unknown,1010016,Solid,17,Yellowish Brown,2,Medium Dusty,13,Brown,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","T-shirt bra in microfibre with underwired, padded cups that shape the bust and provide good support. Adjustable shoulder straps and a hook-and-eye fastening at the back."
0700714004,0700714,Margarita malva thong straps,286,Underwear bottom,Underwear,1010021,Lace,52,Pink,2,Medium Dusty,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Thong briefs in lace with a low waist, lined gusset, narrow sides and string back."
0700738001,0700738,10 pk Rib,302,Socks,Socks & Tights,1010016,Solid,09,Black,4,Dark,5,Black,7188,Socks Bin,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks in a soft, rib-knit cotton blend with elasticated tops."
0700746001,0700746,Samantha Rio Wireless (1),306,Bra,Underwear,1010016,Solid,09,Black,4,Dark,5,Black,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Non-wired bra in microfibre and lace with moulded, lightly padded cups that shape the bust and provide support. Narrow adjustable shoulder straps and a hook-and-eye fastening at the back."
0700747001,0700747,Margarita SP Andes  N-slip,293,Night gown,Nightwear,1010021,Lace,42,Red,7,Medium,18,Red,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace negligee with a super push-up bra with underwired, thickly padded cups to maximise the bust and create a fuller cleavage. Narrow, adjustable shoulder straps and a hook-and-eye fastening at the back."
0700802002,0700802,Rikarda jacket,262,Jacket,Garment Upper body,1010016,Solid,09,Black,4,Dark,5,Black,5952,Outdoor inactive from s1,F,Menswear,3,Menswear,21,Contemporary Casual,1007,Outdoor,"Jacket in washed denim with a collar, concealed buttons down the front, flap front pockets with a concealed fastener and side pockets. Long sleeves with buttons at the cuffs, and an adjustable tab at the sides of the hem."
0700851001,0700851,Kim Sl-set (W),297,Pyjama set,Nightwear,1010021,Lace,09,Black,4,Dark,5,Black,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in soft satin. V-neck cami top with narrow, adjustable shoulder straps and lace at the top. Short shorts with an elasticated waist and lace details at the sides."
0700851003,0700851,Kim Sl-set (W),297,Pyjama set,Nightwear,1010001,All over pattern,09,Black,4,Dark,5,Black,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in soft satin. V-neck cami top with narrow, adjustable shoulder straps and lace at the top. Short shorts with an elasticated waist and lace details at the sides."
0701057001,0701057,1pk boot sock,302,Socks,Socks & Tights,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7188,Socks Bin,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks knitted in a soft, patterned cotton blend with elasticated tops."
0701057006,0701057,1pk boot sock,302,Socks,Socks & Tights,1010001,All over pattern,93,Dark Green,4,Dark,19,Green,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks knitted in a soft, patterned cotton blend with elasticated tops."
0701057008,0701057,1pk boot sock,302,Socks,Socks & Tights,1010022,Jacquard,91,Light Green,1,Dusty Light,19,Green,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,"Socks knitted in a soft, patterned cotton blend with elasticated tops."
0701076004,0701076,Miami swimsuit,57,Swimsuit,Swimwear,1010014,Placement print,09,Black,4,Dark,5,Black,1645,Divided Swimwear,D,Divided,2,Divided,51,Divided Basics,1018,Swimwear,Fully lined swimsuit with a pattern on the front and deep neckline at the back.
0701078002,0701078,Havana Top,298,Bikini top,Swimwear,1010017,Stripe,09,Black,4,Dark,5,Black,1645,Divided Swimwear,D,Divided,2,Divided,51,Divided Basics,1018,Swimwear,Fully lined bikini top with wide shoulder straps and an elasticated hem.
0701078004,0701078,Havana Top,298,Bikini top,Swimwear,1010016,Solid,09,Black,4,Dark,5,Black,1645,Divided Swimwear,D,Divided,2,Divided,51,Divided Basics,1018,Swimwear,Fully lined bikini top with wide shoulder straps and an elasticated hem.
0701078007,0701078,Havana Top (1),298,Bikini top,Swimwear,1010001,All over pattern,09,Black,4,Dark,5,Black,1645,Divided Swimwear,D,Divided,2,Divided,51,Divided Basics,1018,Swimwear,Fully lined bikini top with wide shoulder straps and an elasticated hem.
0701078009,0701078,Havana Top (1),298,Bikini top,Swimwear,1010016,Solid,50,Other Pink,5,Bright,4,Pink,1645,Divided Swimwear,D,Divided,2,Divided,51,Divided Basics,1018,Swimwear,Fully lined bikini top with wide shoulder straps and an elasticated hem.
0701078010,0701078,Havana Top (1),298,Bikini top,Swimwear,1010001,All over pattern,10,White,3,Light,9,White,1645,Divided Swimwear,D,Divided,2,Divided,51,Divided Basics,1018,Swimwear,Fully lined bikini top with wide shoulder straps and an elasticated hem.
0701079003,0701079,Barbados bottom,59,Swimwear bottom,Swimwear,1010006,Dot,09,Black,4,Dark,5,Black,1645,Divided Swimwear,D,Divided,2,Divided,51,Divided Basics,1018,Swimwear,Fully lined bikini bottoms with a mid waist.
0701080002,0701080,Pina tube top,298,Bikini top,Swimwear,1010006,Dot,09,Black,4,Dark,5,Black,1645,Divided Swimwear,D,Divided,2,Divided,51,Divided Basics,1018,Swimwear,"Fully lined, printed bikini top with narrow shoulder straps and a silicone trim at the top. No fasteners."
0701083001,0701083,Maui High waist,59,Swimwear bottom,Swimwear,1010005,Colour blocking,09,Black,4,Dark,5,Black,1645,Divided Swimwear,D,Divided,2,Divided,51,Divided Basics,1018,Swimwear,Fully lined bikini bottoms with a high waist and sides in a contrasting colour.
0701134001,0701134,1pk XMAS,302,Socks,Socks & Tights,1010014,Placement print,07,Grey,1,Dusty Light,12,Grey,7188,Socks Bin,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
0701134009,0701134,1pk XMAS,302,Socks,Socks & Tights,1010001,All over pattern,09,Black,4,Dark,5,Black,7188,Socks Bin,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
0701134010,0701134,1pk XMAS,302,Socks,Socks & Tights,1010001,All over pattern,82,Turquoise,5,Bright,7,Turquoise,7188,Socks Bin,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
0701134011,0701134,1pk XMAS,302,Socks,Socks & Tights,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,7188,Socks Bin,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
0701134012,0701134,1pk XMAS,302,Socks,Socks & Tights,1010001,All over pattern,42,Red,5,Bright,18,Red,7188,Socks Bin,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
0701134016,0701134,1pk XMAS,302,Socks,Socks & Tights,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
0701134017,0701134,1pk XMAS,302,Socks,Socks & Tights,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
0701134020,0701134,1pk XMAS,302,Socks,Socks & Tights,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
0701134023,0701134,1pk XMAS,302,Socks,Socks & Tights,1010001,All over pattern,42,Red,7,Medium,18,Red,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
0701134024,0701134,1pk XMAS,302,Socks,Socks & Tights,1010001,All over pattern,73,Dark Blue,4,Dark,2,Blue,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
0701134029,0701134,1pk XMAS,302,Socks,Socks & Tights,1010022,Jacquard,07,Grey,1,Dusty Light,12,Grey,5999,Socks Wall,F,Menswear,3,Menswear,26,Men Underwear,1021,Socks and Tights,Jacquard-knit socks in a soft cotton blend with elasticated tops.
0701548001,0701548,Nina Holiday LL PJ (W),297,Pyjama set,Nightwear,1010004,Check,42,Red,7,Medium,18,Red,3709,Nightwear,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Pyjamas in a soft cotton flannel. Long-sleeved shirt with notch lapels, buttons down the front and buttoned cuffs. Bottoms with an elasticated waist."
0701574001,0701574,Nat ls linnen mix solid,259,Shirt,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,5767,Shirt,F,Menswear,3,Menswear,21,Contemporary Casual,1011,Shirts,"Shirt in an airy linen and cotton blend with a turn-down collar, classic front and yoke at the back. Open chest pocket, long sleeves with adjustable buttoning at the cuffs, and a rounded hem. Slightly longer at the back. Regular fit – a classic fit with good room for movement and a gently tapered waist to create a comfortable, tailored silhouette."
0701981001,0701981,Hope Blouse,258,Blouse,Garment Upper body,1010007,Embroidery,10,White,3,Light,9,White,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Long-sleeved blouse in airy chiffon with embroidery, a small, frilled collar and an opening with a button at the back of the neck. Smocking and frills at the cuffs and hem. Unlined."
0702251002,0702251,Gloria joggers RW,272,Trousers,Garment Lower body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1710,Trouser,A,Ladieswear,1,Ladieswear,6,Womens Casual,1009,Trousers,"Joggers in soft Tencel™ lyocell twill with a regular, elasticated drawstring waist, zipped side pockets, fake back pockets and tapered legs."
